Voltage,Current,Temperature,Elapsed Time,Cycle,Capacity,WhAccu,Remaining Charging Time,Source_File,Charging_Session
3.92503,0.74836,-0.63095,1.0,3.0,,,9.0,585_HPPC.csv,93
3.92519,0.74836,-0.63095,1.0,3.0,,,9.0,585_HPPC.csv,93
3.92536,0.74836,-0.63095,1.0,3.0,,,9.0,585_HPPC.csv,93
3.92553,0.74836,-0.63095,2.0,3.0,,,8.0,585_HPPC.csv,93
3.9257,0.74836,-0.63095,2.0,3.0,,,8.0,585_HPPC.csv,93
3.92587,0.74836,-0.63095,2.0,3.0,,,8.0,585_HPPC.csv,93
3.92604,0.74836,-0.63095,2.0,3.0,,,8.0,585_HPPC.csv,93
3.9262,0.74836,-0.63095,2.0,3.0,,,8.0,585_HPPC.csv,93
3.92637,0.74836,-0.63095,2.0,3.0,,,8.0,585_HPPC.csv,93
3.92654,0.74836,-0.63095,2.0,3.0,,,8.0,585_HPPC.csv,93
3.92671,0.74836,-0.63095,2.0,3.0,,,8.0,585_HPPC.csv,93
3.92688,0.74836,-0.63095,2.0,3.0,,,8.0,585_HPPC.csv,93
3.92705,0.74836,-0.63095,2.0,3.0,,,8.0,585_HPPC.csv,93
3.92722,0.74836,-0.63095,3.0,3.0,,,7.0,585_HPPC.csv,93
3.92738,0.74836,-0.63095,3.0,3.0,,,7.0,585_HPPC.csv,93
3.92755,0.74836,-0.63095,3.0,3.0,,,7.0,585_HPPC.csv,93
3.92772,0.74836,-0.63095,3.0,3.0,,,7.0,585_HPPC.csv,93
3.92789,0.74836,-0.63095,3.0,3.0,,,7.0,585_HPPC.csv,93
3.92789,0.74836,-0.63095,3.0,3.0,,,7.0,585_HPPC.csv,93
3.92806,0.74836,-0.63095,3.0,3.0,,,7.0,585_HPPC.csv,93
3.92823,0.74836,-0.63095,3.0,3.0,,,7.0,585_HPPC.csv,93
3.9284,0.74836,-0.63095,3.0,3.0,,,7.0,585_HPPC.csv,93
3.92856,0.74836,-0.63095,3.0,3.0,,,7.0,585_HPPC.csv,93
3.92856,0.74836,-0.63095,4.0,3.0,,,6.0,585_HPPC.csv,93
3.92873,0.74836,-0.63095,4.0,3.0,,,6.0,585_HPPC.csv,93
3.9289,0.74836,-0.63095,4.0,3.0,,,6.0,585_HPPC.csv,93
3.92907,0.74836,-0.63095,4.0,3.0,,,6.0,585_HPPC.csv,93
3.92924,0.74836,-0.63095,4.0,3.0,,,6.0,585_HPPC.csv,93
3.92924,0.74836,-0.63095,4.0,3.0,,,6.0,585_HPPC.csv,93
3.92941,0.74836,-0.63095,4.0,3.0,,,6.0,585_HPPC.csv,93
3.92958,0.74836,-0.63095,4.0,3.0,,,6.0,585_HPPC.csv,93
3.92974,0.74836,-0.63095,4.0,3.0,,,6.0,585_HPPC.csv,93
3.92991,0.74836,-0.63095,4.0,3.0,,,6.0,585_HPPC.csv,93
3.92991,0.74836,-0.63095,5.0,3.0,,,5.0,585_HPPC.csv,93
3.93008,0.74836,-0.63095,5.0,3.0,,,5.0,585_HPPC.csv,93
3.93025,0.74836,-0.63095,5.0,3.0,,,5.0,585_HPPC.csv,93
3.93025,0.74836,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,93
3.93042,0.74836,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,93
3.93059,0.74836,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,93
3.93059,0.74836,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,93
3.93076,0.74836,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,93
3.93092,0.74836,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,93
3.93109,0.74836,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,93
3.93109,0.74836,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,93
3.93126,0.74836,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,93
3.93143,0.74836,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,93
3.93143,0.74836,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,93
3.9316,0.74836,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,93
3.93177,0.74836,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,93
3.93177,0.74836,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,93
3.93194,0.74836,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,93
3.9321,0.74836,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,93
3.9321,0.74836,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,93
3.93227,0.74836,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,93
3.93244,0.74836,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,93
3.93244,0.74836,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,93
3.93261,0.74836,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,93
3.93261,0.74836,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,93
3.93278,0.74836,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,93
3.93295,0.74836,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,93
3.93295,0.74836,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,93
3.93312,0.74836,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,93
3.93328,0.74836,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,93
3.93328,0.74836,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,93
3.93345,0.74836,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,93
3.93345,0.74836,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,93
3.93362,0.74836,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,93
3.93379,0.74836,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,93
3.93379,0.74836,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,93
3.93396,0.74836,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,93
3.93396,0.74836,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,93
3.93413,0.74836,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,93
3.9343,0.74836,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,93
3.9343,0.74836,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,93
3.93446,0.74836,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,93
3.93463,0.74836,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,93
3.93463,0.74836,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,93
3.9348,0.74836,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,93
3.9348,0.74836,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,93
3.93497,0.74836,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,93
3.93497,0.74836,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,93
3.93514,0.74836,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,93
3.93531,0.74836,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,93
3.93531,0.74836,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,93
3.93548,0.74836,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,93
3.93548,0.74836,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,93
3.93564,0.74836,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,93
3.93564,0.74836,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,93
3.90969,1.50182,-0.52579,0.0,3.0,,,10.0,585_HPPC.csv,97
3.92503,1.49926,-0.52579,0.0,3.0,,,10.0,585_HPPC.csv,97
3.93092,1.49926,-0.52579,0.0,3.0,,,10.0,585_HPPC.csv,97
3.93312,1.49926,-0.52579,0.0,3.0,,,10.0,585_HPPC.csv,97
3.9343,1.49671,-0.52579,1.0,3.0,,,9.0,585_HPPC.csv,97
3.9348,1.49671,-0.52579,1.0,3.0,,,9.0,585_HPPC.csv,97
3.93548,1.49671,-0.52579,1.0,3.0,,,9.0,585_HPPC.csv,97
3.93581,1.49671,-0.52579,1.0,3.0,,,9.0,585_HPPC.csv,97
3.93632,1.49671,-0.52579,1.0,3.0,,,9.0,585_HPPC.csv,97
3.93666,1.49671,-0.52579,1.0,3.0,,,9.0,585_HPPC.csv,97
3.93716,1.49671,-0.52579,1.0,3.0,,,9.0,585_HPPC.csv,97
3.9375,1.49671,-0.52579,1.0,3.0,,,9.0,585_HPPC.csv,97
3.93784,1.49671,-0.52579,1.0,3.0,,,9.0,585_HPPC.csv,97
3.93817,1.49671,-0.52579,1.0,3.0,,,9.0,585_HPPC.csv,97
3.93851,1.49671,-0.52579,2.0,3.0,,,8.0,585_HPPC.csv,97
3.93885,1.49671,-0.52579,2.0,3.0,,,8.0,585_HPPC.csv,97
3.93918,1.49671,-0.52579,2.0,3.0,,,8.0,585_HPPC.csv,97
3.93952,1.49671,-0.52579,2.0,3.0,,,8.0,585_HPPC.csv,97
3.93986,1.49671,-0.52579,2.0,3.0,,,8.0,585_HPPC.csv,97
3.9402,1.49671,-0.52579,2.0,3.0,,,8.0,585_HPPC.csv,97
3.94036,1.49671,-0.52579,2.0,3.0,,,8.0,585_HPPC.csv,97
3.9407,1.49671,-0.52579,2.0,3.0,,,8.0,585_HPPC.csv,97
3.94104,1.49671,-0.52579,2.0,3.0,,,8.0,585_HPPC.csv,97
3.94121,1.49671,-0.52579,2.0,3.0,,,8.0,585_HPPC.csv,97
3.94154,1.49671,-0.52579,3.0,3.0,,,7.0,585_HPPC.csv,97
3.94188,1.49671,-0.52579,3.0,3.0,,,7.0,585_HPPC.csv,97
3.94205,1.49671,-0.52579,3.0,3.0,,,7.0,585_HPPC.csv,97
3.94239,1.49671,-0.52579,3.0,3.0,,,7.0,585_HPPC.csv,97
3.94256,1.49671,-0.52579,3.0,3.0,,,7.0,585_HPPC.csv,97
3.94289,1.49671,-0.52579,3.0,3.0,,,7.0,585_HPPC.csv,97
3.94306,1.49671,-0.52579,3.0,3.0,,,7.0,585_HPPC.csv,97
3.9434,1.49671,-0.52579,3.0,3.0,,,7.0,585_HPPC.csv,97
3.94357,1.49671,-0.52579,3.0,3.0,,,7.0,585_HPPC.csv,97
3.9439,1.49671,-0.52579,3.0,3.0,,,7.0,585_HPPC.csv,97
3.94407,1.49671,-0.52579,4.0,3.0,,,6.0,585_HPPC.csv,97
3.94424,1.49671,-0.52579,4.0,3.0,,,6.0,585_HPPC.csv,97
3.94458,1.49671,-0.52579,4.0,3.0,,,6.0,585_HPPC.csv,97
3.94475,1.49671,-0.52579,4.0,3.0,,,6.0,585_HPPC.csv,97
3.94492,1.49671,-0.52579,4.0,3.0,,,6.0,585_HPPC.csv,97
3.94525,1.49671,-0.52579,4.0,3.0,,,6.0,585_HPPC.csv,97
3.94542,1.49671,-0.52579,4.0,3.0,,,6.0,585_HPPC.csv,97
3.94559,1.49671,-0.52579,4.0,3.0,,,6.0,585_HPPC.csv,97
3.94593,1.49671,-0.52579,4.0,3.0,,,6.0,585_HPPC.csv,97
3.9461,1.49671,-0.52579,4.0,3.0,,,6.0,585_HPPC.csv,97
3.94626,1.49671,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,97
3.9466,1.49671,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,97
3.94677,1.49671,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,97
3.94694,1.49671,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,97
3.94711,1.49671,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,97
3.94744,1.49671,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,97
3.94761,1.49671,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,97
3.94778,1.49671,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,97
3.94795,1.49671,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,97
3.94812,1.49671,-0.52579,5.0,3.0,,,5.0,585_HPPC.csv,97
3.94829,1.49671,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,97
3.94862,1.49671,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,97
3.94879,1.49671,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,97
3.94896,1.49671,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,97
3.94913,1.49671,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,97
3.9493,1.49671,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,97
3.94947,1.49671,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,97
3.9498,1.49671,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,97
3.94997,1.49671,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,97
3.95014,1.49671,-0.52579,6.0,3.0,,,4.0,585_HPPC.csv,97
3.95031,1.49671,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,97
3.95048,1.49671,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,97
3.95065,1.49671,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,97
3.95098,1.49671,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,97
3.95115,1.49671,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,97
3.95132,1.49671,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,97
3.95149,1.49671,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,97
3.95166,1.49671,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,97
3.95183,1.49671,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,97
3.952,1.49671,-0.52579,7.0,3.0,,,3.0,585_HPPC.csv,97
3.95216,1.49671,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,97
3.95233,1.49671,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,97
3.9525,1.49671,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,97
3.95267,1.49671,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,97
3.95284,1.49671,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,97
3.95318,1.49671,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,97
3.95334,1.49671,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,97
3.95351,1.49671,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,97
3.95368,1.49671,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,97
3.95385,1.49671,-0.52579,8.0,3.0,,,2.0,585_HPPC.csv,97
3.95402,1.49671,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,97
3.95419,1.49671,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,97
3.95436,1.49671,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,97
3.95452,1.49671,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,97
3.95469,1.49671,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,97
3.95486,1.49671,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,97
3.95503,1.49671,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,97
3.9552,1.49671,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,97
3.95537,1.49671,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,97
3.95554,1.49671,-0.52579,9.0,3.0,,,1.0,585_HPPC.csv,97
3.9557,1.49671,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,97
3.95587,1.49671,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,97
3.95604,1.49671,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,97
3.95621,1.49671,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,97
3.95638,1.49671,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,97
3.95655,1.49671,-0.52579,10.0,3.0,,,0.0,585_HPPC.csv,97
3.89805,2.25017,-0.10516,0.0,3.0,,,10.0,585_HPPC.csv,101
3.92267,2.24762,-0.10516,0.0,3.0,,,10.0,585_HPPC.csv,101
3.93092,2.24762,-0.10516,1.0,3.0,,,9.0,585_HPPC.csv,101
3.93362,2.24762,-0.10516,1.0,3.0,,,9.0,585_HPPC.csv,101
3.93497,2.24762,-0.10516,1.0,3.0,,,9.0,585_HPPC.csv,101
3.93581,2.24762,-0.10516,1.0,3.0,,,9.0,585_HPPC.csv,101
3.93649,2.24762,-0.10516,1.0,3.0,,,9.0,585_HPPC.csv,101
3.93699,2.24762,-0.10516,1.0,3.0,,,9.0,585_HPPC.csv,101
3.9375,2.24762,-0.10516,1.0,3.0,,,9.0,585_HPPC.csv,101
3.93817,2.24762,-0.10516,1.0,3.0,,,9.0,585_HPPC.csv,101
3.93851,2.24762,-0.10516,1.0,3.0,,,9.0,585_HPPC.csv,101
3.93918,2.24762,-0.10516,1.0,3.0,,,9.0,585_HPPC.csv,101
3.93952,2.24762,-0.10516,2.0,3.0,,,8.0,585_HPPC.csv,101
3.94003,2.24762,-0.10516,2.0,3.0,,,8.0,585_HPPC.csv,101
3.94036,2.24762,-0.10516,2.0,3.0,,,8.0,585_HPPC.csv,101
3.94087,2.24762,-0.10516,2.0,3.0,,,8.0,585_HPPC.csv,101
3.94121,2.24762,-0.10516,2.0,3.0,,,8.0,585_HPPC.csv,101
3.94171,2.24762,-0.10516,2.0,3.0,,,8.0,585_HPPC.csv,101
3.94205,2.24762,-0.10516,2.0,3.0,,,8.0,585_HPPC.csv,101
3.94239,2.24762,-0.10516,2.0,3.0,,,8.0,585_HPPC.csv,101
3.94272,2.24762,-0.10516,2.0,3.0,,,8.0,585_HPPC.csv,101
3.94323,2.24762,-0.10516,2.0,3.0,,,8.0,585_HPPC.csv,101
3.94357,2.24762,-0.10516,3.0,3.0,,,7.0,585_HPPC.csv,101
3.9439,2.24762,-0.10516,3.0,3.0,,,7.0,585_HPPC.csv,101
3.94424,2.24762,-0.10516,3.0,3.0,,,7.0,585_HPPC.csv,101
3.94458,2.24762,-0.10516,3.0,3.0,,,7.0,585_HPPC.csv,101
3.94492,2.24762,-0.10516,3.0,3.0,,,7.0,585_HPPC.csv,101
3.94525,2.24762,-0.10516,3.0,3.0,,,7.0,585_HPPC.csv,101
3.94559,2.24762,-0.10516,3.0,3.0,,,7.0,585_HPPC.csv,101
3.94576,2.24762,-0.10516,3.0,3.0,,,7.0,585_HPPC.csv,101
3.9461,2.24762,-0.10516,3.0,3.0,,,7.0,585_HPPC.csv,101
3.94643,2.24762,-0.10516,3.0,3.0,,,7.0,585_HPPC.csv,101
3.94677,2.24762,-0.10516,4.0,3.0,,,6.0,585_HPPC.csv,101
3.94711,2.24762,-0.10516,4.0,3.0,,,6.0,585_HPPC.csv,101
3.94728,2.24762,-0.10516,4.0,3.0,,,6.0,585_HPPC.csv,101
3.94761,2.24762,-0.10516,4.0,3.0,,,6.0,585_HPPC.csv,101
3.94795,2.24762,-0.10516,4.0,3.0,,,6.0,585_HPPC.csv,101
3.94812,2.24762,-0.10516,4.0,3.0,,,6.0,585_HPPC.csv,101
3.94846,2.24762,-0.10516,4.0,3.0,,,6.0,585_HPPC.csv,101
3.94879,2.24762,-0.10516,4.0,3.0,,,6.0,585_HPPC.csv,101
3.94896,2.24762,-0.10516,4.0,3.0,,,6.0,585_HPPC.csv,101
3.9493,2.24762,-0.10516,4.0,3.0,,,6.0,585_HPPC.csv,101
3.94964,2.24762,-0.10516,5.0,3.0,,,5.0,585_HPPC.csv,101
3.9498,2.24762,-0.10516,5.0,3.0,,,5.0,585_HPPC.csv,101
3.95014,2.24762,-0.10516,5.0,3.0,,,5.0,585_HPPC.csv,101
3.95031,2.24762,-0.10516,5.0,3.0,,,5.0,585_HPPC.csv,101
3.95065,2.24762,-0.10516,5.0,3.0,,,5.0,585_HPPC.csv,101
3.95098,2.24762,-0.10516,5.0,3.0,,,5.0,585_HPPC.csv,101
3.95115,2.24762,-0.10516,5.0,3.0,,,5.0,585_HPPC.csv,101
3.95149,2.24762,-0.10516,5.0,3.0,,,5.0,585_HPPC.csv,101
3.95166,2.24762,-0.10516,5.0,3.0,,,5.0,585_HPPC.csv,101
3.952,2.24762,-0.10516,5.0,3.0,,,5.0,585_HPPC.csv,101
3.95216,2.24762,-0.10516,6.0,3.0,,,4.0,585_HPPC.csv,101
3.9525,2.24762,-0.10516,6.0,3.0,,,4.0,585_HPPC.csv,101
3.95267,2.24762,-0.10516,6.0,3.0,,,4.0,585_HPPC.csv,101
3.95301,2.24762,-0.10516,6.0,3.0,,,4.0,585_HPPC.csv,101
3.95318,2.24762,-0.10516,6.0,3.0,,,4.0,585_HPPC.csv,101
3.95351,2.24762,-0.10516,6.0,3.0,,,4.0,585_HPPC.csv,101
3.95368,2.24762,-0.10516,6.0,3.0,,,4.0,585_HPPC.csv,101
3.95385,2.24762,-0.10516,6.0,3.0,,,4.0,585_HPPC.csv,101
3.95419,2.24762,-0.10516,6.0,3.0,,,4.0,585_HPPC.csv,101
3.95436,2.24762,-0.10516,6.0,3.0,,,4.0,585_HPPC.csv,101
3.95469,2.24762,-0.10516,7.0,3.0,,,3.0,585_HPPC.csv,101
3.95486,2.24762,-0.10516,7.0,3.0,,,3.0,585_HPPC.csv,101
3.9552,2.24762,-0.10516,7.0,3.0,,,3.0,585_HPPC.csv,101
3.95537,2.24762,-0.10516,7.0,3.0,,,3.0,585_HPPC.csv,101
3.95554,2.24762,-0.10516,7.0,3.0,,,3.0,585_HPPC.csv,101
3.95587,2.24762,-0.10516,7.0,3.0,,,3.0,585_HPPC.csv,101
3.95604,2.24762,-0.10516,7.0,3.0,,,3.0,585_HPPC.csv,101
3.95621,2.24762,-0.10516,7.0,3.0,,,3.0,585_HPPC.csv,101
3.95655,2.24762,-0.10516,7.0,3.0,,,3.0,585_HPPC.csv,101
3.95672,2.24762,-0.10516,7.0,3.0,,,3.0,585_HPPC.csv,101
3.95688,2.24762,-0.10516,8.0,3.0,,,2.0,585_HPPC.csv,101
3.95722,2.24762,-0.10516,8.0,3.0,,,2.0,585_HPPC.csv,101
3.95739,2.24762,-0.10516,8.0,3.0,,,2.0,585_HPPC.csv,101
3.95756,2.24762,-0.10516,8.0,3.0,,,2.0,585_HPPC.csv,101
3.9579,2.24762,-0.10516,8.0,3.0,,,2.0,585_HPPC.csv,101
3.95806,2.24762,-0.10516,8.0,3.0,,,2.0,585_HPPC.csv,101
3.95823,2.24762,-0.10516,8.0,3.0,,,2.0,585_HPPC.csv,101
3.95857,2.24762,-0.10516,8.0,3.0,,,2.0,585_HPPC.csv,101
3.95874,2.24762,-0.10516,8.0,3.0,,,2.0,585_HPPC.csv,101
3.95891,2.24762,-0.10516,8.0,3.0,,,2.0,585_HPPC.csv,101
3.95924,2.24762,-0.10516,9.0,3.0,,,1.0,585_HPPC.csv,101
3.95941,2.24762,-0.10516,9.0,3.0,,,1.0,585_HPPC.csv,101
3.95958,2.24762,-0.10516,9.0,3.0,,,1.0,585_HPPC.csv,101
3.95975,2.24762,-0.10516,9.0,3.0,,,1.0,585_HPPC.csv,101
3.96009,2.24762,-0.10516,9.0,3.0,,,1.0,585_HPPC.csv,101
3.96026,2.24762,-0.10516,9.0,3.0,,,1.0,585_HPPC.csv,101
3.96042,2.24762,-0.10516,9.0,3.0,,,1.0,585_HPPC.csv,101
3.96059,2.24762,-0.10516,9.0,3.0,,,1.0,585_HPPC.csv,101
3.96076,2.24762,-0.10516,9.0,3.0,,,1.0,585_HPPC.csv,101
3.9611,2.24762,-0.10516,9.0,3.0,,,1.0,585_HPPC.csv,101
3.96127,2.24762,-0.10516,10.0,3.0,,,0.0,585_HPPC.csv,101
3.96143,2.24762,-0.10516,10.0,3.0,,,0.0,585_HPPC.csv,101
3.9616,2.24762,-0.10516,10.0,3.0,,,0.0,585_HPPC.csv,101
3.96194,2.24762,-0.10516,10.0,3.0,,,0.0,585_HPPC.csv,101
3.96211,2.24762,-0.10516,10.0,3.0,,,0.0,585_HPPC.csv,101
3.96228,2.24762,-0.10516,10.0,3.0,,,0.0,585_HPPC.csv,101
3.96245,2.24762,-0.10516,10.0,3.0,,,0.0,585_HPPC.csv,101
3.96261,2.24762,-0.10516,10.0,3.0,,,0.0,585_HPPC.csv,101
3.96278,2.24762,-0.10516,10.0,3.0,,,0.0,585_HPPC.csv,101
3.89283,2.99853,0.52579,0.0,3.0,,,10.0,585_HPPC.csv,105
3.91997,2.99853,0.52579,1.0,3.0,,,9.0,585_HPPC.csv,105
3.92823,2.99853,0.52579,1.0,3.0,,,9.0,585_HPPC.csv,105
3.9316,2.99853,0.52579,1.0,3.0,,,9.0,585_HPPC.csv,105
3.93328,2.99853,0.52579,1.0,3.0,,,9.0,585_HPPC.csv,105
3.93446,2.99853,0.52579,1.0,3.0,,,9.0,585_HPPC.csv,105
3.93514,2.99853,0.52579,1.0,3.0,,,9.0,585_HPPC.csv,105
3.93598,2.99853,0.52579,1.0,3.0,,,9.0,585_HPPC.csv,105
3.93666,2.99853,0.52579,1.0,3.0,,,9.0,585_HPPC.csv,105
3.93716,2.99853,0.52579,1.0,3.0,,,9.0,585_HPPC.csv,105
3.93784,2.99853,0.52579,1.0,3.0,,,9.0,585_HPPC.csv,105
3.93834,2.99853,0.52579,2.0,3.0,,,8.0,585_HPPC.csv,105
3.93902,2.99853,0.52579,2.0,3.0,,,8.0,585_HPPC.csv,105
3.93952,2.99853,0.52579,2.0,3.0,,,8.0,585_HPPC.csv,105
3.94003,2.99853,0.52579,2.0,3.0,,,8.0,585_HPPC.csv,105
3.94053,2.99853,0.52579,2.0,3.0,,,8.0,585_HPPC.csv,105
3.94104,2.99853,0.52579,2.0,3.0,,,8.0,585_HPPC.csv,105
3.94154,2.99853,0.52579,2.0,3.0,,,8.0,585_HPPC.csv,105
3.94188,2.99853,0.52579,2.0,3.0,,,8.0,585_HPPC.csv,105
3.94239,2.99853,0.52579,2.0,3.0,,,8.0,585_HPPC.csv,105
3.94289,2.99853,0.52579,2.0,3.0,,,8.0,585_HPPC.csv,105
3.94323,2.99853,0.52579,3.0,3.0,,,7.0,585_HPPC.csv,105
3.94374,2.99853,0.52579,3.0,3.0,,,7.0,585_HPPC.csv,105
3.94407,2.99853,0.52579,3.0,3.0,,,7.0,585_HPPC.csv,105
3.94458,2.99853,0.52579,3.0,3.0,,,7.0,585_HPPC.csv,105
3.94492,2.99853,0.52579,3.0,3.0,,,7.0,585_HPPC.csv,105
3.94542,2.99853,0.52579,3.0,3.0,,,7.0,585_HPPC.csv,105
3.94576,2.99853,0.52579,3.0,3.0,,,7.0,585_HPPC.csv,105
3.9461,2.99853,0.52579,3.0,3.0,,,7.0,585_HPPC.csv,105
3.9466,2.99853,0.52579,3.0,3.0,,,7.0,585_HPPC.csv,105
3.94694,2.99853,0.52579,3.0,3.0,,,7.0,585_HPPC.csv,105
3.94728,2.99853,0.52579,4.0,3.0,,,6.0,585_HPPC.csv,105
3.94761,2.99853,0.52579,4.0,3.0,,,6.0,585_HPPC.csv,105
3.94812,2.99853,0.52579,4.0,3.0,,,6.0,585_HPPC.csv,105
3.94846,2.99853,0.52579,4.0,3.0,,,6.0,585_HPPC.csv,105
3.94879,2.99853,0.52579,4.0,3.0,,,6.0,585_HPPC.csv,105
3.94913,2.99853,0.52579,4.0,3.0,,,6.0,585_HPPC.csv,105
3.94947,2.99853,0.52579,4.0,3.0,,,6.0,585_HPPC.csv,105
3.9498,2.99853,0.52579,4.0,3.0,,,6.0,585_HPPC.csv,105
3.95014,2.99853,0.52579,4.0,3.0,,,6.0,585_HPPC.csv,105
3.95048,2.99853,0.52579,4.0,3.0,,,6.0,585_HPPC.csv,105
3.95082,2.99853,0.52579,5.0,3.0,,,5.0,585_HPPC.csv,105
3.95115,2.99853,0.52579,5.0,3.0,,,5.0,585_HPPC.csv,105
3.95149,2.99853,0.52579,5.0,3.0,,,5.0,585_HPPC.csv,105
